904e-9,1506e-9,904e-9,1807e-9,3013e-9,8134e-9
2712e-9,1205e-9,1205e-9,1205e-9,3013e-9,5122e-9
1506e-9,241e-8,3916e-9,3013e-9,3314e-9,11448e-9
5423e-9,2712e-9,3615e-9,1205e-9,4519e-9,22595e-9
26812e-9,10845e-9,36754e-9,2109e-9,14461e-9,176239e-9
120807e-9,75015e-9,315725e-9,155452e-9,476e-7,637775e-9
482022e-9,30277e-8,78449e-8,156356e-9,168708e-9,0.002422161
0.001017066,632052e-9,0.001988943,145511e-9,380195e-9,0.005403166
0.00286532,0.00198111,0.004978686,134364e-9,0.001088466,0.016105563
0.006500068,0.007169778,0.013787639,161176e-9,0.002448672,0.036010062
0.014206396,0.01113712,0.023266905,222333e-9,0.004603311,0.149006281
0.117883923,0.106530797,0.149141247,0.002380586,0.0211442,0.622212783
0.183062347,0.169038818,0.451648064,0.005022971,0.048153103,1.115577146
0.27852441,0.245155226,0.913802401,0.008604697,0.085651407,1.594298884
