2.862e-05,1.8678e-05,2.38e-05,4.1876e-05,2.9223e-05,3.8261e-05
8.7367e-06,6.0253e-07,5.4227e-06,1.1147e-05,7.8329e-06,7.2303e-06
3.3139e-06,9.0379e-07,2.1088e-06,4.2177e-06,3.3139e-06,6.0253e-06
6.0253e-06,9.0379e-07,3.6152e-06,3.9164e-06,3.9164e-06,1.9582e-05
2.7415e-05,2.7114e-06,1.8377e-05,4.519e-06,1.1147e-05,8.0739e-05
0.00010785,1.657e-05,7.622e-05,1.0544e-05,3.8261e-05,0.00015214
0.00041996,5.242e-05,0.00024131,2.1088e-05,0.00010243,0.00042629
0.00091554,8.827e-05,0.00060313,2.4704e-05,0.00013647,0.00082727
0.003491,0.00049709,0.0044358,0.00019944,0.00076852,0.0041713
0.0073499,0.0013686,0.014504,0.00051064,0.0016325,0.0091593
0.013418,0.0027153,0.030365,0.0008351,0.0035109,0.01349
0.054034,0.011083,0.10862,0.0044412,0.013642,0.062937
0.11896,0.024005,0.26005,0.0097164,0.026817,0.13136
0.21397,0.037205,0.54951,0.01404,0.046077,0.22843
