4.0e-7,2.0e-7,3.0e-7,3.0e-7,2.899e-6,5.99e-7
5.0e-7,1.0e-7,6.0e-7,6.0e-7,2.801e-6,1.0e-6
1.299e-6,2.0e-7,1.5e-6,4.0e-7,3.599e-6,3.6e-6
4.1e-6,7.0e-7,1.9e-6,4.0e-7,4.001e-6,1.02e-5
2.04e-5,7.0e-6,3.45e-5,1.7e-6,1.9299e-5,0.000121
0.0001754,2.82e-5,0.0001114,5.601e-6,4.7099e-5,0.000488
0.0006246,0.000108699,0.000454501,9.299e-6,0.0001603,0.0011658
0.0011102,0.0002404,0.0010757,2.68e-5,0.0004048,0.0027957
0.0029251,0.0008614,0.004057301,5.34e-5,0.0008985,0.0078226
0.0061324,0.001928001,0.0127727,0.0001066,0.0026116,0.018129099
0.0110272,0.003727799,0.0180017,0.000108401,0.0043718,0.032391899
0.052725899,0.017439799,0.0989209,0.0018355,0.0208157,0.2556862
0.1179683,0.0380238,0.2649444,0.0042855,0.0441084,0.441656299
0.209887199,0.0673553,0.576736,0.0076302,0.077507099,0.694983299
