3.0e-7,2.0e-7,2.0e-7,2.0e-7,3.1e-6,5.01e-7
6.0e-7,2.0e-7,6.0e-7,3.0e-7,2.999e-6,8.0e-7
1.101e-6,3.0e-7,1.5e-6,3.99e-7,3.6e-6,3.399e-6
3.6e-6,6.0e-7,1.899e-6,4.0e-7,3.801e-6,9.501e-6
2.3e-5,6.2e-6,2.92e-5,1.2e-6,1.31e-5,6.83e-5
8.41e-5,1.18e-5,0.0001269,5.4e-5,4.3201e-5,0.000294599
0.0004361,0.0001068,0.000487699,6.19e-5,0.0001564,0.001124901
0.0009806,0.0002455,0.001297299,7.1501e-5,0.0003441,0.0025099
0.0027895,0.0007062,0.0046697,9.16e-5,0.0008987,0.007355799
0.006163399,0.001905699,0.012911,0.000149499,0.002327401,0.0173531
0.0110372,0.0036524,0.024115201,0.0002637,0.0043903,0.031166
0.052922801,0.0170045,0.113428199,0.0021832,0.019918699,0.2277891
0.118822901,0.0382871,0.331925401,0.0049544,0.0441124,0.4583965
0.2109899,0.067494599,0.734979,0.0088935,0.079307999,0.7019838
