FunctionName\MatrixSize,2,4,6,8,11,14,20,25,35,50,65,85,105,120,130,150,180,220,300,400,550,740,1000
Matrix Generation,0.11631414194915254,0.21855373452344568,0.5358793974734842,0.7380804655870445,1.955,3.343725,4.22659375,5.207779761904762,11.82425,28.599874999999997,41.325,59.1,89.999375,117.44987499999999,139.11249999999998,183.92499999999998,315.01275,465.512625,707.7875,2048.075,3934.21275,7151.38725,17163.124750000003
Matrix Addition,0.055832941804523535,0.0633516022380468,0.08503590573124269,0.11016029411764705,0.16311693371120858,0.23625248140383376,0.45887732014848953,0.7051020408163265,1.3430336378806842,2.8075124999999996,4.753125,8.490924999999999,13.65025,18.174500000000002,21.50025,27.4755,37.12575,52.7495,96.27487500000001,535.04975,1144.2002499999999,2211.7129999999997,4153.97475
Matrix Multiplication,0.12316983606306678,0.30289646315540864,0.38396653286034355,0.48280710659898474,0.8029661042573778,3.55755,2.169404166666667,3.7734375,8.3438125,17.999499999999998,72.375,89.93787499999999,114.94987499999999,140.124625,148.112375,200.67525,320.100125,496.18762499999997,973.28725,3124.9122500000003,6531.62475,17086.837375,39569.6875
Matrix Quadratic Form,0.27585953035395344,0.47449833211738,0.5893807291666666,0.6397414494220358,0.6631642696650428,0.5993335236230608,0.6953949853846023,1.1133455741626794,1.8650000000000002,2.581225,3.697194444444444,5.065625000000001,112.162375,112.787625,113.45012500000001,110.5745,114.85037499999999,121.599625,125.975,134.52500000000003,160.237375,209.5375,710.65
Matrix Reductions,2.2861111111111114,2.409722222222222,2.638888888888889,2.8875277777777777,3.386111111111111,3.994513888888889,3.70634375,4.149968749999999,5.360696428571428,8.418812499999998,12.913,19.349874999999997,28.237750000000002,35.012249999999995,41.1505,52.5255,72.375125,102.775,186.8875,671.5,1402.662375,2561.912625,4725.5875
Element Wise Operations,1.0749750000000002,2.5575,3.969472222222222,6.190972222222223,10.107178571428571,16.0375625,14.300375,21.14975,39.4255,80.55000000000001,138.67475,236.637375,363.0875,479.39987500000007,563.0503749999999,737.7127499999999,1046.8497499999999,1563.9251250000002,3038.162625,13663.750124999999,22914.887875,41652.91275,93096.85
Matrix Exponential,18.099625,34.825250000000004,51.774874999999994,66.900125,77.52475,88.95012499999999,161.15025,217.25025,451.125,941.2501249999999,1859.3122500000002,2231.674625,3026.35,3714.412625,4047.6126249999998,5021.925,6353.9376250000005,9820.174874999999,19576.525375,46354.6875,90889.62500000001,196678.1875,637717.13775
Matrix Square Root,1.468775,7.4895625,33.325500000000005,66.687375,127.13725,200.362625,405.4752500000001,651.1625,1031.69975,1939.775125,3248.512125,4340.887624999999,7896.100124999999,11584.612500000001,13915.674625,10209.912375,13592.825,21638.0125,33036.13775,55588.88725,106376.587625,210605.97487499999,463811.10025
Singular Value Decomposition,2.6450125000000004,7.264925,12.95025,23.42525,42.425,70.462,134.625125,215.2505,293.324875,1290.7996249999999,1590.17525,2393.612125,5619.43775,9424.399375,9051.599624999999,14751.95,20955.337375,29474.237624999998,48297.1505,89139.78737500001,184740.26249999998,374867.94974999997,844177.1001249999
Eigen Decomposition,2.6430555555555557,6.0166666666666675,11.1875,18.6875,33.987750000000005,50.399750000000004,110.050125,163.150375,395.4,965.9,2021.82525,4778.999625,13231.049875,20928.112374999997,19737.537625,57064.050375,65175.47475,82499.26275,117265.66287500001,207413.024875,456940.700125,773192.07475,1.467575987375e6
Cholesky Decomposition,0.2406628716871364,0.7334823099415204,1.0659238043982007,1.5349141737891738,2.599975,3.947138888888889,3.9422187500000003,6.214216666666667,79.76275000000001,94.92524999999999,127.19975,255.87512499999997,292.25,317.174875,403.575125,559.499625,722.49975,907.1500000000001,1538.488,3409.262625,8088.199875,15376.299500000001,33854.8625
Matrix Inversion,5.5285714285714285,11.312624999999999,19.649875,30.65,53.349999999999994,85.025375,250.649875,380.600125,677.399625,2053.162375,3157.999875,4433.175125,8262.301,12555.312875,12410.599875,18727.2,25729.787874999998,36435.399875,63073.199625,111889.1005,223558.250375,442803.499875,978554.724875
Linear System Solution,17.22475,31.774500000000003,46.17475,60.0745,60.56275,66.91300000000001,229.87487500000003,309.87475,695.674875,1415.7247499999999,2119.325125,2672.9,3625.612625,4587.138125,4978.337625,6352.7,7594.6873749999995,10119.3005,14702.625375,22967.750625,33839.83775,55789.974875,104509.54999999999
Linear Least Squares,18.1005,34.575,50.087250000000004,63.65025,70.67475,77.299875,238.8375,325.46225000000004,734.750125,1487.712625,2255.287375,2855.01275,4007.612,5117.2125,5772.824625,6848.887500000001,8341.662250000001,10943.587125000002,16213.700249999998,28916.138,47516.324875000006,81822.55050000001,168993.787625
Squared Distance Matrix,1.079522813852814,1.8475249999999999,2.6174999999999997,3.8175,6.275027777777778,4.46871875,7.299906249999999,11.150125,22.949749999999998,43.274874999999994,118.56212500000001,171.29950000000002,247.462125,325.1875,389.974625,504.500125,664.387375,985.25,2135.18775,6244.325625,16138.924874999999,29212.612500000003,65795.8245
K-Means,22.6,24.125,27.86275,33.75,38.52475,32.700125,36.238125,42.599625,50.48725,68.39975,95.212375,137.312625,201.1375,253.78750000000002,261.212625,370.0375,517.875,745.4001250000001,1220.562,2048.337375,4189.125125,7179.412625,15537.775249999999
