0.0020165,0.0002863,4.18e-05,3.77e-05,2.01e-05,0.0002396
0.0001807,2.38e-05,1.36e-05,2.82e-05,1.1e-06,3.81e-05
0.00032,3.45e-05,3.39e-05,3.9e-05,1.3e-06,6.65e-05
0.000169,6.97e-05,0.0001064,0.0001258,2.4e-06,0.0001471
0.0007573,0.0002773,0.0005485,0.0008438,9.7e-06,0.0004946
0.0010275,0.0008252,0.0013049,0.0046488,6.12e-05,0.0015642
0.0095066,0.0027833,0.0057018,0.027284,0.0001042,0.0063855
0.0095521,0.0062211,0.014885,0.070438,0.0002496,0.017951
0.039896,0.015912,0.034723,0.13049,0.000781,0.045126
0.11874,0.040798,0.082826,0.36784,0.0018278,0.10568
0.20459,0.075356,0.17229,0.59249,0.0027463,0.19667
1.4987,0.47678,1.3999,2.976,0.013779,1.5763
3.7299,1.8648,5.3046,9.671,0.040584,5.8256
8.8098,4.5397,9.3731,20.67,0.092959,14.335
