3.2001e-5,3.21e-5,8.99e-7,3.1e-5
2.27e-5,2.45e-5,1.001e-6,3.64e-5
3.03e-5,3.5701e-5,2.2e-6,4.14e-5
0.000115,0.0001231,4.4e-6,4.89e-5
0.000632901,0.0006275,2.54e-5,8.0799e-5
0.0015596,0.001864201,0.0002168,0.000189099
0.0036229,0.0041589,0.0006531,0.0006111
0.0054039,0.007260299,0.0016993,0.0010455
0.0105358,0.0191664,0.0053399,0.001671301
0.0204908,0.037829299,0.016644199,0.0042659
0.037794799,0.0711653,0.030962801,0.0067843
0.204689099,0.4758938,0.2245797,0.036484201
0.574182601,1.255092001,0.511028199,0.094140701
1.2482799,2.7248662,0.9879218,0.181515499
