7.0e-7,1.301e-6,5.0e-7,3.6199e-5
1.3e-6,3.4e-6,1.301e-6,3.3701e-5
3.9e-6,6.7e-6,2.899e-6,3.8601e-5
1.4101e-5,1.85e-5,3.9e-6,4.78e-5
6.96e-5,0.0001214,2.3899e-5,9.25e-5
0.0002148,0.0004466,0.000146201,0.000126999
0.001060099,0.0015862,0.000739499,0.0004915
0.0024081,0.0038945,0.001732399,0.001001
0.0071939,0.015174,0.009385699,0.002279001
0.020672201,0.0374169,0.0199954,0.0037991
0.039515599,0.0754871,0.031402001,0.0061801
0.224102199,0.441325201,0.2190312,0.035818101
0.558706599,1.0748691,0.4607363,0.0914667
1.066200501,2.208580501,0.854997,0.167089899
